"anomaly_score","mean_length"
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.4326880768046369,14
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.4326880768046369,14
0.4326880768046369,14
0.4326880768046369,14
0.4326880768046369,14
0.4326880768046369,14
0.4326880768046369,14
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.4326880768046369,14
0.4075561234884766,15
0.4075561234884766,15
0.4075561234884766,15
0.4075561234884766,15
0.4075561234884766,15
0.4075561234884766,15
0.4326880768046369,14
0.4326880768046369,14
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.4326880768046369,14
0.4075561234884766,15
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.4075561234884766,15
0.4326880768046369,14
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.4075561234884766,15
0.38388391706931907,16
0.38388391706931907,16
0.36158667062366084,17
0.36158667062366084,17
0.36158667062366084,17
0.36158667062366084,17
0.34058452193269356,18
0.34058452193269356,18
0.36158667062366084,17
0.38388391706931907,16
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.4075561234884766,15
0.38388391706931907,16
0.38388391706931907,16
0.36158667062366084,17
0.36158667062366084,17
0.34058452193269356,18
0.34058452193269356,18
0.34058452193269356,18
0.34058452193269356,18
0.34058452193269356,18
0.34058452193269356,18
0.36158667062366084,17
0.36158667062366084,17
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.38388391706931907,16
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.34058452193269356,18
0.36158667062366084,17
0.38388391706931907,16
0.4075561234884766,15
0.45936979232797326,13
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4075561234884766,15
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.36158667062366084,17
0.36158667062366084,17
0.4075561234884766,15
0.4326880768046369,14
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.4075561234884766,15
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.36158667062366084,17
0.38388391706931907,16
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.4075561234884766,15
0.38388391706931907,16
0.34058452193269356,18
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.36158667062366084,17
0.38388391706931907,16
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.4075561234884766,15
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.36158667062366084,17
0.38388391706931907,16
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.4075561234884766,15
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.30216899281866855,20
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.34058452193269356,18
0.36158667062366084,17
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.30216899281866855,20
0.30216899281866855,20
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.36158667062366084,17
0.38388391706931907,16
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.4326880768046369,14
0.4326880768046369,14
0.38388391706931907,16
0.36158667062366084,17
0.36158667062366084,17
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.36158667062366084,17
0.36158667062366084,17
0.38388391706931907,16
0.4326880768046369,14
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.4075561234884766,15
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.34058452193269356,18
0.32080224743918134,19
0.32080224743918134,19
0.32080224743918134,19
0.34058452193269356,18
0.34058452193269356,18
0.36158667062366084,17
0.36158667062366084,17
0.38388391706931907,16
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.45936979232797326,13
0.4326880768046369,14
0.4326880768046369,14
0.4075561234884766,15
0.38388391706931907,16
0.36158667062366084,17
0.34058452193269356,18
0.34058452193269356,18
0.34058452193269356,18
0.34058452193269356,18
0.36158667062366084,17
0.36158667062366084,17
0.38388391706931907,16
0.38388391706931907,16
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.4326880768046369,14
0.4075561234884766,15
0.4075561234884766,15
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.38388391706931907,16
0.4075561234884766,15
0.4075561234884766,15
0.4326880768046369,14
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.4326880768046369,14
0.4326880768046369,14
0.4075561234884766,15
0.4075561234884766,15
0.4075561234884766,15
0.4075561234884766,15
0.4326880768046369,14
0.4326880768046369,14
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.4326880768046369,14
0.4326880768046369,14
0.4326880768046369,14
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.45936979232797326,13
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.48769683616385684,12
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5177706675027097,11
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5177706675027097,11
0.5177706675027097,11
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5496990020171663,10
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
0.5835961976681253,9
